Temperature (C);Location;Wind Speed (km/h);Visibility (km);Cloud Cover;Pressure (millibars);Humidity;Sunshine;Cloud;RainToday
7.405555556;Albury;14.4095;9.982;0;1010.03;0.72;NA;NA;No
7.961111111;Albury;10.7548;10.0464;0;1010.22;0.7;NA;NA;No
8.033333333;Albury;4.8622;10.0464;0;1010.39;0.7;NA;NA;No
9.077777778;Albury;2.3828;10.0303;0;1010.24;0.65;NA;3;No
9.05;Albury;0.322;9.982;0;1010;0.62;NA;NA;No
9.05;Albury;3.2522;11.2056;0;1009.98;0.65;NA;NA;No
9.183333333;Albury;3.0107;11.0285;0;1010.05;0.65;NA;8;No
9.072222222;Albury;10.465;9.982;0;1010.1;0.7;NA;NA;Yes
7.983333333;Albury;7.3416;9.982;0;1010.39;0.75;NA;NA;No
8.072222222;Albury;9.5151;9.982;0;1010.91;0.75;NA;NA;No
7.894444444;Albury;9.9981;9.982;0;1011.32;0.82;NA;NA;No
7.311111111;Albury;13.685;11.9784;0;1011.61;0.83;NA;NA;No
7.338888889;Albury;11.5437;14.168;0;1011.97;0.84;NA;NA;No
6.622222222;Albury;12.719;14.9086;0;1012.22;0.85;NA;NA;No
6.066666667;Albury;12.8961;14.9086;0;1012.74;0.88;NA;NA;No
8.338888889;Albury;0.6923;15.0052;0;1015.35;0.88;NA;8;Yes
5.183333333;Albury;5.5384;9.982;0;1013.29;0.91;NA;NA;Yes
3.722222222;Albury;5.2003;9.982;0;1013.39;0.94;NA;NA;No
4.855555556;Albury;5.6189;5.9248;0;1013.45;0.93;NA;NA;No
5.211111111;Albury;4.7656;1.2236;0;1013.4;0.92;NA;NA;No
6.255555556;Albury;7.9212;7.2128;0;1013.81;0.92;NA;NA;No
7.794444444;Albury;9.7566;10.6743;0;1014.7;0.87;NA;NA;No
10.05;Albury;9.6922;11.2056;0;1014.67;0.76;NA;8;No
12.2;Albury;14.49;9.982;0;1014.66;0.66;NA;8;Yes
12.7;Albury;20.3343;11.0285;0;1014.8;0.63;NA;8;Yes
13.93333333;Albury;23.5865;11.27;0;1014.47;0.58;NA;NA;No
15.09444444;Albury;22.2985;11.27;0;1014.16;0.59;NA;6;No
15.15;Albury;14.7154;11.4471;0;1014.07;0.5;NA;2;No
16.17777778;Albury;14.49;11.27;0;1013.34;0.44;NA;NA;No
16.25;Albury;14.7154;11.27;0;1012.72;0.55;NA;5;No
16.29444444;Albury;19.5937;11.4471;0;1012.38;0.5;NA;NA;No
16.1;Albury;14.8281;11.1251;0;1012.38;0.56;NA;NA;No
12.95555556;Albury;11.9784;11.27;0;1012.72;0.68;NA;NA;No
13.85;Albury;11.5598;11.4471;0;1013.42;0.64;NA;NA;No
12.77777778;Albury;14.2485;10.0464;0;1014.41;0.69;NA;NA;No
12.15;Albury;11.2539;15.8746;0;1014.89;0.72;NA;NA;No
10.67777778;Albury;5.7799;15.0052;0;1014.91;0.81;NA;8;No
10.44444444;Albury;2.6404;15.8746;0;1014.75;0.83;NA;8;Yes
9.822222222;Albury;5.313;15.8746;0;1015.55;0.8;NA;8;Yes
11.02777778;Albury;11.3827;14.9569;0;1015.7;0.74;NA;8;Yes
7.138888889;Albury;3.6547;14.9086;0;1016.43;0.93;NA;8;Yes
7.622222222;Albury;10.8675;14.9086;0;1016.56;0.89;NA;NA;No
7.627777778;Albury;6.5205;13.3791;0;1017.15;0.86;NA;NA;No
7.044444444;Albury;11.3988;9.982;0;1017.37;0.86;NA;NA;No
8.6;Albury;9.66;9.982;0;1018.25;0.84;NA;8;No
9.65;Albury;15.9551;9.982;0;1019.24;0.84;NA;NA;No
12.10555556;Albury;13.1698;9.982;0;1019.83;0.72;NA;NA;No
12.77777778;Albury;13.1698;11.2056;0;1020.51;0.71;NA;NA;No
13.81111111;Albury;9.6761;11.4471;0;1020.91;0.65;NA;NA;No
16.01666667;Albury;11.2378;11.27;0;1020.6;0.48;NA;NA;No
17.12777778;Albury;12.7029;11.27;0;1020.39;0.47;NA;NA;No
17.14444444;Albury;10.6099;11.4471;0;1020.34;0.43;NA;NA;No
17.77777778;Albury;7.9534;11.2056;0;1019.7;0.4;NA;NA;No
17.77777778;Albury;2.5921;11.2056;0;1018.89;0.37;NA;8;No
17.80555556;Albury;11.0124;10.3523;0;1018.48;0.43;NA;NA;No
16.15555556;Albury;9.1931;9.982;0;1017.87;0.52;NA;NA;No
14.05;Albury;9.1609;9.982;0;1017.56;0.63;NA;8;No
13.08888889;Albury;9.2736;9.982;0;1017.38;0.67;NA;8;No
12.28888889;Albury;9.4507;9.982;0;1017.58;0.72;NA;8;Yes
12.77777778;Albury;11.0768;15.8263;0;1017.65;0.66;NA;4;No
12.72777778;Albury;13.3791;14.9569;0;1017.36;0.67;NA;NA;No
12.26666667;Albury;14.1358;15.8263;0;1016.8;0.69;NA;NA;No
11.71111111;Albury;11.3183;15.8263;0;1016.64;0.71;NA;7;No
10.82777778;Albury;9.177;14.168;0;1013.13;0.86;NA;NA;No
12.2;Albury;14.168;15.8263;0;1014.79;0.59;NA;NA;No
12.2;Albury;14.2968;15.8263;0;1014.25;0.6;NA;NA;No
11.68888889;Albury;13.8299;14.9569;0;1013.95;0.68;NA;NA;No
11.20555556;Albury;14.007;9.982;0;1013.63;0.77;NA;2;No
11.13333333;Albury;15.4882;9.982;0;1013.27;0.77;NA;8;Yes
11.43888889;Albury;13.8782;10.3523;0;1013.56;0.77;NA;8;No
13.03333333;Albury;14.4578;9.982;0;1012.85;0.81;NA;NA;No
17.24444444;Albury;25.0194;11.27;0;1012.15;0.62;NA;NA;No
17.73888889;Albury;27.37;11.4471;0;1011.71;0.53;NA;NA;No
17.84444444;Albury;22.218;11.27;0;1011.28;0.56;NA;NA;No
18.86111111;Albury;23.5382;11.27;0;1010.99;0.56;NA;8;Yes
18.66666667;Albury;19.8996;11.3988;0;1010.93;0.56;NA;8;Yes
17.82222222;Albury;17.5007;11.27;0;1010.7;0.56;NA;8;Yes
17.8;Albury;17.6939;11.27;0;1010.52;0.59;NA;8;Yes
17.35;Albury;19.5615;11.3988;0;1010.69;0.57;NA;NA;No
16.06666667;Albury;21.8155;11.2056;0;1010.86;0.67;NA;8;No
14.93333333;Albury;17.2753;11.2056;0;1011.14;0.73;NA;8;Yes
13.92222222;Albury;11.7691;11.2861;0;1011.64;0.78;NA;8;Yes
12.75555556;Albury;11.0446;11.0768;0;1012.02;0.84;NA;8;Yes
12.75555556;Albury;11.0607;15.6975;0;1012.21;0.84;NA;NA;Yes
12.37222222;Albury;7.2933;14.8764;0;1012.33;0.86;NA;NA;No
11.18333333;Albury;6.923;15.8263;0;1012.6;0.93;NA;8;No
11.66666667;Albury;11.1734;15.8263;0;1012.8;0.9;NA;NA;No
8.977777778;Albury;10.3201;6.8425;0;1012.66;0.95;NA;NA;No
10.57777778;Albury;11.1734;14.9086;0;1012.32;0.93;NA;NA;No
10.53333333;Albury;14.007;14.9086;0;1012.33;0.89;NA;NA;No
10.58888889;Albury;7.2933;14.168;0;1012.55;0.87;NA;NA;No
9.983333333;Albury;6.7298;15.8263;0;1012.71;0.89;NA;8;No
11.02222222;Albury;7.889;9.982;0;1013.01;0.86;NA;NA;No
13.53888889;Albury;11.8657;9.982;0;1013.23;0.75;NA;7;No
13.88888889;Albury;20.0123;11.2056;0;1013.31;0.68;NA;1;Yes
15;Albury;17.5812;11.2056;0;1013.4;0.67;NA;1;Yes
17.18333333;Albury;15.9551;11.4471;0;1013.27;0.57;NA;8;No
16.2;Albury;16.3093;11.27;0;1013.02;0.62;NA;8;Yes
17.75;Albury;17.7744;11.2056;0;1013.03;0.56;NA;7;No
18.40555556;Albury;19.0785;15.3594;0;1012.55;0.54;NA;7;Yes
17.82222222;Albury;17.5973;11.27;0;1012.03;0.59;NA;8;No
17.31111111;Albury;20.3343;11.27;0;1011.81;0.57;NA;7;Yes
17.50555556;Albury;13.7172;11.4471;0;1011.33;0.55;NA;8;Yes
17.26666667;Albury;14.3773;9.982;0;1011.2;0.54;NA;8;Yes
15.13888889;Albury;10.8997;9.982;0;1011.5;0.61;NA;8;Yes
13.25;Albury;4.7173;9.982;0;1011.76;0.69;NA;8;Yes
12.29444444;Albury;4.669;9.982;0;1012.01;0.72;NA;8;Yes
10.7;Albury;3.5742;15.8263;0;1012.31;0.79;NA;8;No
9.855555556;Albury;5.7477;14.9569;0;1012.51;0.85;NA;NA;No
9.522222222;Albury;11.27;11.9784;0;1012.52;0.88;NA;8;No
8.405555556;Albury;3.1234;11.9784;0;1012.61;0.92;NA;NA;No
13.01111111;Albury;9.6278;14.9569;0;1011.27;0.82;NA;NA;No
7.733333333;Albury;3.4293;4.2987;0;1012.54;0.96;NA;NA;No
6.138888889;Albury;3.3488;4.1216;0;1012.44;0.96;NA;NA;No
6.472222222;Albury;2.9946;4.7656;0;1012.62;0.95;NA;7;No
6.627777778;Albury;3.3005;2.9302;0;1012.75;0.96;NA;2;No
8.688888889;Albury;1.4329;5.8443;0;1012.96;0.93;NA;8;No
11.99444444;Albury;2.415;9.6117;0;1013.38;0.81;NA;8;Yes
13.76666667;Albury;4.1538;9.6761;0;1013.14;0.78;NA;8;Yes
15.08888889;Albury;7.3738;9.9015;0;1013.33;0.77;NA;NA;No
16.45555556;Albury;7.8085;11.0768;0;1013.56;0.68;NA;NA;No
17.31111111;Albury;7.3738;11.27;0;1013.61;0.62;NA;7;No
17.87222222;Albury;8.372;11.27;0;1013.11;0.64;NA;8;No
19.03888889;Albury;7.0679;11.4471;0;1012.69;0.47;NA;8;No
18.97777778;Albury;10.8675;11.27;0;1012.2;0.51;NA;NA;No
19.00555556;Albury;4.8139;11.2056;0;1011.7;0.55;NA;7;No
19.01111111;Albury;4.7978;11.3988;0;1011.4;0.53;NA;7;Yes
17.86666667;Albury;10.9319;11.2056;0;1011.32;0.64;NA;NA;No
17.26666667;Albury;10.8514;9.982;0;1011.23;0.62;NA;NA;No
16.18888889;Albury;5.0876;10.3523;0;1011.5;0.61;NA;5;No
14.88333333;Albury;9.177;9.982;0;1012.05;0.72;NA;8;No
14.32777778;Albury;10.9319;15.8263;0;1012.15;0.75;NA;8;Yes
14.51111111;Albury;6.3756;14.9569;0;1012.09;0.75;NA;8;Yes
14.37222222;Albury;6.5366;15.8263;0;1011.83;0.75;NA;7;No
14.87777778;Albury;14.2163;15.8263;0;1011.45;0.72;NA;5;Yes
10.40555556;Albury;3.6064;2.0125;0;1012.05;0.92;NA;7;No
12.82222222;Albury;8.4364;11.2056;0;1011.18;0.83;NA;1;No
12.8;Albury;14.4256;14.9086;0;1010.07;0.85;NA;NA;No
12.82777778;Albury;13.8943;14.168;0;1009.83;0.86;NA;1;No
12.26666667;Albury;15.778;11.2056;0;1009.8;0.85;NA;8;Yes
12.26666667;Albury;15.5848;11.27;0;1009.99;0.85;NA;7;No
12.18333333;Albury;12.3809;11.0768;0;1010.21;0.82;NA;8;No
12.17222222;Albury;20.3826;11.27;0;1010.41;0.8;NA;NA;Yes
12.71111111;Albury;22.0892;11.27;0;1010.33;0.83;NA;NA;No
15.60555556;Albury;22.3468;10.3523;0;1010.43;0.78;NA;NA;No
16.02222222;Albury;18.0642;11.2056;0;1010.29;0.78;NA;1;No
17.2;Albury;17.6456;11.2056;0;1010.1;0.67;NA;8;Yes
17.21666667;Albury;14.0875;11.0285;0;1009.96;0.71;NA;8;No
17.82777778;Albury;13.4113;11.2056;0;1009.86;0.69;NA;8;Yes
17.82777778;Albury;14.6188;11.2056;0;1009.47;0.69;NA;8;No
17.73333333;Albury;9.2414;11.0285;0;1009.63;0.69;NA;8;Yes
16.27222222;Albury;23.0713;11.2056;0;1009.39;0.71;NA;1;Yes
13.16666667;Albury;3.7674;5.2164;0;1011.07;0.93;NA;NA;No
13.25555556;Albury;3.1395;8.05;0;1011.23;0.93;NA;8;No
13.01111111;Albury;10.3362;9.982;0;1011.35;0.93;NA;NA;No
12.45555556;Albury;5.796;14.9086;0;1011.67;0.91;NA;3;No
12.48888889;Albury;9.8854;14.5866;0;1011.76;0.9;NA;NA;Yes
9.555555556;Albury;6.4883;15.8263;0;1015.68;0.8;NA;3;Yes
10.62222222;Albury;14.0231;15.8263;0;1015.41;0.79;NA;NA;Yes
8.722222222;Albury;4.5724;11.3988;0;1014.98;0.93;NA;3;Yes
10.53333333;Albury;10.7709;15.8263;0;1015.18;0.77;NA;NA;Yes
9.444444444;Albury;6.5366;15.8263;0;1014.7;0.83;NA;NA;No
9.888888889;Albury;6.0858;14.9569;0;1014.64;0.83;NA;NA;No
10.36666667;Albury;10.7065;15.8263;0;1014.31;0.78;NA;1;Yes
8.888888889;Albury;10.4972;11.2056;0;1014.63;0.89;NA;8;Yes
9.977777778;Albury;8.0017;11.0285;0;1014.82;0.84;NA;7;Yes
12.2;Albury;2.4633;9.982;0;1014.82;0.73;NA;8;Yes
13.96111111;Albury;9.3058;9.982;0;1015;0.67;NA;NA;No
14.94444444;Albury;7.1645;10.3523;0;1014.9;0.67;NA;NA;No
16.18333333;Albury;11.753;9.982;0;1014.35;0.71;NA;1;Yes
16.36666667;Albury;7.1323;11.27;0;1014.51;0.61;NA;NA;No
17.37222222;Albury;3.6225;11.4471;0;1014.32;0.57;NA;NA;No
17.67222222;Albury;1.7549;11.27;0;1013.93;0.51;NA;NA;No
17.72222222;Albury;8.6779;11.27;0;1013.45;0.53;NA;5;No
16.23888889;Albury;2.8336;11.3988;0;1013.43;0.61;NA;8;No
14.06666667;Albury;9.2414;11.2056;0;1013.58;0.71;NA;NA;NA
13.95555556;Albury;7.4221;11.2056;0;1013.24;0.76;NA;NA;No
12.28888889;Albury;3.542;11.0285;0;1013.7;0.8;NA;NA;No
10.02222222;Albury;3.1073;9.9015;0;1014.14;0.86;NA;NA;No
9.377777778;Albury;6.44;15.6009;0;1014.34;0.86;NA;NA;No
9.416666667;Albury;4.6046;14.7154;0;1014.6;0.9;NA;NA;No
11.82777778;Albury;3.0268;15.8263;0;1011.68;0.92;NA;NA;No
10.76111111;Albury;5.1681;0.6118;0;1011.98;0.91;NA;NA;Yes
12.15555556;Albury;2.8497;3.6386;0;1015.64;0.95;NA;8;No
9.672222222;Albury;5.7155;0.6118;0;1012.26;0.94;NA;8;No
8.15;Albury;6.762;0.6118;0;1012.63;0.94;NA;NA;No
10.2;Albury;5.6189;1.1109;0;1012.62;0.95;NA;8;Yes
10.11666667;Albury;2.254;0.5152;0;1012.85;0.99;NA;5;Yes
10.16111111;Albury;0.3381;0.4347;0;1013.61;0.99;NA;NA;Yes
11.24444444;Albury;2.7531;0.6923;0;1013.9;0.98;NA;2;No
12.24444444;Albury;2.254;2.2057;0;1014.31;0.99;NA;7;Yes
13.91111111;Albury;8.0983;4.2021;0;1014.43;0.92;NA;5;Yes
15.61666667;Albury;2.2862;6.3112;0;1014.73;0.82;NA;NA;No
15.07222222;Albury;3.2844;6.3434;0;1014.92;0.86;NA;NA;No
15.07222222;Albury;7.5992;8.1949;0;1014.73;0.82;NA;NA;No
14.26666667;Albury;10.5616;6.8908;0;1014.92;0.87;NA;NA;No
16.01666667;Albury;6.6654;7.2772;0;1014.76;0.81;NA;NA;No
15.02777778;Albury;7.7119;7.2772;0;1014.37;0.86;NA;7;Yes
13.94444444;Albury;7.2772;6.3112;0;1014.83;0.89;NA;NA;Yes
12.91666667;Albury;11.4793;4.7495;0;1015.11;0.95;NA;4;No
12.89444444;Albury;5.2808;5.2164;0;1015.14;0.95;NA;2;No
12.4;Albury;2.3506;5.8282;0;1015.5;0.98;NA;NA;Yes
12.26666667;Albury;8.05;6.1985;0;1015.76;0.99;NA;NA;No
12.22222222;Albury;6.1985;6.1985;0;1016.35;0.96;NA;NA;No
11.25;Albury;2.7692;3.8318;0;1016.38;0.96;NA;NA;No
11.52777778;Albury;3.1556;4.508;0;1016.43;0.96;NA;NA;No
11.53888889;Albury;5.9892;3.1234;0;1016.56;0.96;NA;NA;No
9.438888889;Albury;5.9731;1.8032;0;1017.23;0.96;NA;7;Yes
11.43888889;Albury;6.279;3.8801;0;1016.17;0.96;NA;8;Yes
11.39444444;Albury;6.44;3.864;0;1016.25;0.96;NA;8;Yes
11.52777778;Albury;6.4239;3.2522;0;1016.13;0.96;NA;NA;Yes
11.95;Albury;4.83;0.644;0;1016.17;0.93;NA;NA;No
11.97222222;Albury;9.66;1.2558;0;1016.45;1;NA;NA;No
12.63333333;Albury;7.6636;2.3506;0;1016.94;0.96;NA;NA;No
12.75555556;Albury;7.9695;4.025;0;1017.06;0.96;NA;NA;No
13.84444444;Albury;7.9212;4.4919;0;1017.45;0.9;NA;NA;No
13.17222222;Albury;10.3845;6.2629;0;1017.77;0.94;NA;NA;No
15.06666667;Albury;8.1466;6.1985;0;1017.73;0.86;NA;NA;No
17.24444444;Albury;7.1645;11.27;0;1017.53;0.75;NA;NA;No
16.31666667;Albury;13.3469;11.0285;0;1017.31;0.76;NA;NA;No
17.38333333;Albury;13.6206;11.27;0;1016.82;0.74;NA;NA;No
15.27222222;Albury;8.2754;11.27;0;1016.6;0.76;NA;NA;No
17.45555556;Albury;5.2808;11.0768;0;1016.39;0.72;NA;NA;No
16.22222222;Albury;11.1573;11.27;0;1016.33;0.77;NA;NA;No
15.08333333;Albury;3.6869;11.27;0;1016.52;0.82;NA;NA;No
13.99444444;Albury;1.1431;9.6278;0;1016.81;0.88;NA;NA;No
12.17222222;Albury;0.6601;8.1305;0;1017.34;0.92;NA;NA;No
11.08888889;Albury;4.8461;1.0626;0;1017.54;0.95;NA;NA;No
11.09444444;Albury;3.381;1.7871;0;1017.43;0.95;NA;NA;No
9.883333333;Albury;3.3649;1.0626;0;1017.65;0.96;NA;NA;No
9.355555556;Albury;6.4239;3.3649;0;1017.56;0.96;NA;NA;No
9.861111111;Albury;3.2361;4.4597;0;1016.16;0.96;NA;NA;No
8.272222222;Albury;3.3166;1.9159;0;1017.16;0.99;NA;NA;No
8.866666667;Albury;2.6243;1.7549;0;1017.15;0.96;NA;NA;No
8.816666667;Albury;3.9445;2.3667;0;1017.28;0.96;NA;NA;No
7.155555556;Albury;1.8515;0.2898;0;1017.15;1;NA;NA;No
8.85;Albury;3.4776;1.7549;0;1017.36;0.99;NA;NA;No
11.17777778;Albury;2.8819;2.5599;0;1017.7;0.93;NA;NA;No
12.38888889;Albury;3.4293;6.2951;0;1017.72;0.98;NA;NA;No
14.14444444;Albury;4.8783;9.982;0;1017.82;0.88;NA;NA;No
17.1;Albury;3.059;11.0768;0;1017.77;0.72;NA;NA;No
18.93888889;Albury;4.2021;11.27;0;1017.3;0.64;NA;NA;No
17.91666667;Albury;4.0894;11.27;0;1016.9;0.68;NA;NA;No
19.98333333;Albury;1.2236;11.1412;0;1016.4;0.53;NA;NA;No
20.07222222;Albury;9.0643;11.27;0;1015.9;0.62;NA;NA;No
20.07222222;Albury;9.4829;11.27;0;1015.29;0.56;NA;NA;No
20.08333333;Albury;7.4865;11.3988;0;1014.9;0.58;NA;8;Yes
19.08888889;Albury;9.1287;11.2056;0;1014.68;0.63;NA;8;Yes
17.45;Albury;7.567;11.2056;0;1014.78;0.62;NA;NA;No
15.56666667;Albury;0.5152;9.982;0;1015.04;0.74;NA;NA;No
12.49444444;Albury;3.9445;9.982;0;1015.51;0.91;NA;NA;No
12.24444444;Albury;1.5295;15.8263;0;1015.72;0.89;NA;1;No
11.41666667;Albury;2.9624;14.9569;0;1015.79;0.92;NA;7;Yes
10.55555556;Albury;6.0375;14.812;0;1015.83;0.95;NA;2;No
